Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
05/25/2021 04:45:00 PM,05/25/2021 05:00:00 PM,Brooklyn,Purple Playground,Entrance on 17th St between 5th Ave and 6th Ave,Mouse (Unknown),Central,N/A,N/A,1,Infant,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
05/25/2021 10:30:00 AM,05/25/2021 10:30:00 AM,Brooklyn,Prospect Park,South Drive,Turtle (Unknown),Public,N/A,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
05/25/2021 10:00:00 AM,05/25/2021 11:45:00 AM,Manhattan,Central Park,"Strawberry Fields, East of John Lennon Memorial on the grass",Red-Eared Slider,Central,Invasive,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-063-81368,Relocated/Condition Corrected,1,false,true,,1,false,false,
05/25/2021 10:56:00 AM,05/25/2021 10:58:00 AM,Bronx,Pelham Bay Park,Orchard Beach Drop-off Road,Canada Goose,Central,Native,Healthy,3.25,Infant,Birds,311-06381444,Rehabilitator,3,false,false,Wild Bird Fund,,false,false,
05/25/2021 10:45:00 AM,05/25/2021 11:15:00 AM,Staten Island,Blue Heron Park,Blue Heron Park Nature Center entrance,Mallard Duck,Public,Native,Healthy,1,Infant,Birds,311-06381878,ACC,1,false,false,,,false,false,117595
05/24/2021 12:00:00 PM,05/24/2021 12:05:00 PM,Bronx,Fort Independence Playground,In the bushes right in front of the dog run,Mallard Duck,Employee,Native,Healthy,3,Infant,Birds,311-063-750-40,Rehabilitator,7,false,false,Wild Bird Fund,,false,false,
05/24/2021 04:00:00 PM,05/24/2021 04:00:00 PM,Brooklyn,Prospect Park,By Boat House,House Sparrow,Public,Native,Healthy,0.25,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/24/2021 08:05:00 AM,05/24/2021 10:00:00 AM,Manhattan,Riverside Park,85th St by Dog Run and Soldiers and Sailors Memorial,Raccoon,Public,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-06369671,Unfounded,0,false,false,,,false,false,
05/24/2021 02:30:00 PM,05/24/2021 02:40:00 PM,Staten Island,Wolfe's Pond Park,Back parking lot by trails,Common Snapping Turtle,Employee,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/24/2021 10:00:00 AM,05/24/2021 11:00:00 AM,Manhattan,Central Park,"Strawberry Fields, W 72nd btwn Central Park West and West Dr",Common Snapping Turtle,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Adult,Terrestrial Reptile or Amphibian,311-06369994,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
05/24/2021 10:00:00 AM,05/24/2021 10:32:00 AM,Staten Island,Conference House Park,"Next to sidewalk along Statterlee St., between Conference House and Ward House",White-tailed Deer,Employee,Native,DOA,1,Adult,Deer,,Advised/Educated others,1,false,false,,,false,false,
05/24/2021 09:15:00 AM,05/24/2021 09:15:00 AM,Brooklyn,Coney Island Beach &amp; Boardwalk,"Brighton 2, near the lifeguard stand",American Oystercatcher,Public,Native,N/A,1,Infant,Birds,,Unfounded,0,false,false,,,false,false,
05/23/2021 09:30:00 AM,05/23/2021 09:35:00 AM,Bronx,Van Cortlandt Park,Broadway & Mosholu Ave,Raccoon,Central,Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
05/23/2021 11:35:00 AM,05/23/2021 11:37:00 AM,Queens,Kissena Park,Kissena Lake,Python (Unknown),Employee,Exotic,Healthy,0.75,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
05/23/2021 10:30:00 AM,05/23/2021 11:00:00 AM,Brooklyn,Prospect Park,Lafayette Memorial,Bird (Unknown),"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/23/2021 11:30:00 AM,05/23/2021 11:30:00 AM,Brooklyn,Brooklyn Bridge Park,Pier 2,Common Grackle,Central,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,true,false,,,false,false,
05/22/2021 12:00:00 PM,05/22/2021 12:50:00 PM,Staten Island,Goodhue Park,Playground and Ballfields,Dog,Central,Domestic,Unhealthy,2,Adult,Domestic,311-06347365,ACC,2,false,false,,,false,false,117417
05/21/2021 06:00:00 PM,05/21/2021 06:03:00 PM,Manhattan,Central Park,"The Loch 40.794612, -73.958591",Red-tailed Hawk,Employee,Native,Unhealthy,2,Adult,Raptors,,Monitored Animal,1,false,true,,1.75,false,false,
05/21/2021 12:00:00 PM,05/21/2021 12:00:00 PM,Manhattan,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,1,Adult,Raptors,,Monitored Animal,1,false,false,,,false,false,
05/21/2021 06:00:00 PM,05/22/2021 06:45:00 AM,Manhattan,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,2,Adult,Raptors,311-06346130,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
05/21/2021 10:30:00 AM,05/21/2021 10:35:00 AM,Queens,Oak Grove Park,Oak Grove Park,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile,Raptors,,Monitored Animal,1,false,true,,0.5,false,false,
05/21/2021 01:00:00 PM,05/21/2021 01:30:00 PM,Manhattan,Central Park,Lightpost 7232A near Bethesda Terrace,Turtle (Unknown),Public,Native,N/A,1,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
05/21/2021 02:30:00 PM,05/21/2021 02:30:00 PM,Manhattan,Central Park,Just West of Conservatory Garden,Blue Jay,Employee,Native,Healthy,0.5,Infant,Birds,,Advised/Educated others,1,false,false,,,false,false,
05/21/2021 02:00:00 PM,05/21/2021 02:20:00 PM,Staten Island,Willowbrook Park,Ballfields,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/21/2021 01:50:00 PM,05/21/2021 01:55:00 PM,Queens,Forest Park,"Forest Park Dr on Myrtle Ave Bridge 40.702206184611015, -73.85073833150923",Raccoon,Employee,Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,311-06337387,ACC,1,false,false,,,false,false,160063
05/21/2021 08:00:00 AM,05/21/2021 09:00:00 AM,Manhattan,Fort Tryon Park,Lawn near Cloisters,Mallard Duck,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/21/2021 08:45:00 AM,05/21/2021 08:45:00 AM,Queens,Forest Park,"Forest Park Shops, gated playground equipment area in front",Cat,Public,Domestic,Unhealthy,0.75,Adult,Domestic,,Monitored Animal,1,false,false,,,false,false,
05/20/2021 12:30:00 PM,05/20/2021 12:30:00 PM,Queens,Kissena Park,Kissena Lake,Python (Unknown),Employee,Exotic,Healthy,2.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
05/19/2021 02:50:00 PM,05/19/2021 02:50:00 PM,Staten Island,Blue Heron Park,Orange trail,Painted Turtle,Public,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/20/2021 11:00:00 AM,05/20/2021 12:30:00 PM,Staten Island,Wolfe's Pond Park,Near Wolfe's Pond,Canada Goose,Employee,Native,Injured,0.5,Infant,Birds,311-06325185,ACC,1,false,false,,,false,false,117261
05/19/2021 09:30:00 AM,05/19/2021 09:30:00 AM,Manhattan,Hudson River Park,Hudson River at West 26th Street,Canada Goose,Other,Native,Injured,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
05/19/2021 10:30:00 AM,05/19/2021 10:30:00 AM,Queens,Kissena Park,Rose and Oak Avenue,Mallard Duck,Central,Native,Healthy,0.5,Adult;#Infant,Birds,,Advised/Educated others,5,false,false,,,false,false,
05/19/2021 04:30:00 PM,05/19/2021 04:30:00 PM,Bronx,Pelham Bay Park,Turtle Cove,White-tailed Deer,Employee,Native,Injured,3,Adult,Deer,,Unfounded,0,false,false,,,false,false,
05/19/2021 11:33:00 AM,05/19/2021 11:33:00 AM,Queens,Alley Pond Park,Oakland Lake,Canada Goose,Observed by Ranger,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/19/2021 10:25:00 AM,05/19/2021 10:25:00 AM,Bronx,Van Cortlandt Park,Womens Comfort Station at Maintenance and Operations headquarters,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,2,false,false,,,false,false,
05/18/2021 01:00:00 PM,05/18/2021 01:00:00 PM,Bronx,Van Cortlandt Park,Trail by Nature Center,Corn Snake,Public,Exotic,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-06304543,ACC,1,false,false,,,false,false,117150
05/18/2021 09:30:00 AM,05/18/2021 02:00:00 PM,Brooklyn,Prospect Park,Under Terrace Bridge,Raccoon,Public,Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/16/2021 02:15:00 PM,05/16/2021 02:45:00 PM,Staten Island,Wolfe's Pond Park,Behind Acme Pond by Tottenville H.S Eyelandt and Luden,Raccoon,Employee,Native,Healthy,0.5,Infant,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
05/17/2021 12:30:00 PM,05/17/2021 12:50:00 PM,Manhattan,Fort Washington Park,151 Street and Riverside Drive,Muskrat,Central,Native,Injured,0.45,Adult,Small Mammals-non RVS,,Unfounded,0,false,false,,,false,false,
05/15/2021 05:00:00 PM,05/15/2021 05:00:00 PM,Bronx,Pelham Bay Park,Ohm and Middletown,Rock Dove,Public,Native,Healthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/15/2021 11:30:00 AM,05/15/2021 11:40:00 AM,Bronx,Van Cortlandt Park,John Kieran Trail,Bat (Unknown),Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,true,,0.25,false,false,
05/12/2021 04:04:00 PM,05/14/2021 08:45:00 AM,Queens,Socrates Sculpture Park,Hallets Cove Beach,Mute Swan,Public,Invasive,Injured,3.5,Adult,Birds,311-06256970,Rehabilitator,1,false,true,Wild Bird Fund,2,false,false,
05/14/2021 09:55:00 AM,05/14/2021 09:55:00 AM,Staten Island,Clove Lakes Park,Barbecue Area,Domestic Turkey,Employee,Domestic,Healthy,2.5,Adult,Domestic;#Birds,311-06257788,ACC,1,true,false,,,false,false,116865
05/13/2021 04:30:00 PM,05/13/2021 04:40:00 PM,Manhattan,Fort Tryon Park,Anne Loftus Playground,Virginia Opossum,Public,Native,Unhealthy,1,Juvenile,Small Mammals-non RVS,,Rehabilitator,1,false,false,Arina Hinzen,,false,false,
05/13/2021 01:00:00 PM,05/13/2021 01:00:00 PM,Staten Island,Clove Lakes Park,bridge near the Stonehouse restaurant,Common Grackle,Employee,Native,Injured,0.5,Adult,Birds,,Advised/Educated others,1,true,false,,,false,false,
05/13/2021 11:30:00 AM,05/13/2021 12:30:00 PM,Brooklyn,Brooklyn Bridge Park,Pier 2 Basketball courts,European Starling,Employee,Native,Healthy,1,Juvenile,Birds,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
05/13/2021 10:00:00 AM,05/13/2021 10:30:00 AM,Brooklyn,Prospect Park,Bandshell,Ovenbird,Employee,Native,Healthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/13/2021 11:15:00 AM,05/13/2021 11:16:00 AM,Queens,Kissena Park,Kissena Pond trail to the right of Rose Avenue and Oak Avenue,Mute Swan,Employee,Invasive,Healthy,0.75,Adult,Birds,,Advised/Educated others,2,false,false,,,false,false,
05/12/2021 04:04:00 PM,05/13/2021 09:00:00 AM,Queens,Socrates Sculpture Park,Hallet's Cove Beach,Mute Swan,Public,Invasive,Injured,2,Adult,Birds,,Monitored Animal,1,false,true,,1.5,false,false,
05/12/2021 04:04:00 PM,05/12/2021 04:34:00 PM,Queens,Socrates Sculpture Park,Hallet's Cove Beach,Mute Swan,Public,Invasive,Injured,2.5,Adult,Birds,,Monitored Animal,1,false,true,,1.25,false,false,
05/10/2021 05:00:00 PM,05/11/2021 09:30:00 AM,Manhattan,Central Park,Conservatory Water,Mallard Duck,Public,Native,Healthy,0.25,Adult,Birds,,Advised/Educated others,2,false,false,,,false,false,
05/12/2021 08:45:00 AM,05/12/2021 09:00:00 AM,Queens,Rockaway Beach and Boardwalk,Between Beach 32-45,Dog,Employee,Domestic,Healthy,1.5,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
05/11/2021 05:50:00 PM,05/11/2021 05:51:00 PM,Staten Island,Blue Heron Park,Blue Heron Nature Center,House Sparrow,Observed by Ranger,Native,Healthy,0.5,Juvenile,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/11/2021 02:15:00 PM,05/11/2021 02:16:00 PM,Staten Island,Bradys Pond Park,Hylan Blvd.,Mallard Duck,Employee,Native,Healthy,1,Adult;#Infant,Birds,,Unfounded,0,false,false,,,false,false,
05/11/2021 12:00:00 PM,05/11/2021 12:00:00 PM,Brooklyn,Prospect Park,Vicinity of Prospect Park Garage,Raccoon,Central,Native,Healthy,1.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
08/12/2020 12:15:00 PM,08/12/2020 12:30:00 PM,Queens,Baisley Pond Park,111th Ave,Duck (Unknown),Central,Native,Injured,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/11/2021 02:00:00 PM,05/11/2021 02:00:00 PM,Bronx,Barretto Point Park,Restrooms,Eastern Gray Squirrel,Public,Native,DOA,2,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/11/2021 11:00:00 AM,05/11/2021 11:25:00 AM,Bronx,St. James Recreation Center,Rec Center,Ovenbird,Central,Native,Healthy,0.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/11/2021 11:10:00 AM,05/11/2021 11:10:00 AM,Queens,Alley Pond Park,Oakland Lake near Cloverdale Blvd and 46 Ave,Canada Goose,Observed by Ranger,Native,Unhealthy,0.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/10/2021 10:15:00 AM,05/10/2021 10:15:00 AM,Brooklyn,Henry Chapin Playgorund,Playground,Budgerigar Parakeet,Central,Domestic,Injured,1,Adult,Birds;#Domestic,,Unfounded,0,false,false,,,false,false,
05/10/2021 01:00:00 PM,05/10/2021 02:00:00 PM,Manhattan,Playground Eighty Nine LXXXIX,In the Horticulture area of the Playground,Eastern Gray Squirrel,Employee,Native,Injured,0.5,Juvenile,Small Mammals-non RVS,311-06218645,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
05/10/2021 10:15:00 AM,05/10/2021 10:15:00 AM,Bronx,Crotona Park,1700 Fulton Ave,Cat,Central,Domestic,Healthy,2,Adult,Domestic,311-06215569,ACC,1,false,false,,,false,false,
05/10/2021 01:00:00 PM,05/10/2021 01:15:00 PM,Queens,Alley Pond Park Oakland Lake,Oakland Lake near Cloverdale Blvd and 46 Ave,Canada Goose,Central,Native,Injured,0.75,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/09/2021 02:00:00 PM,05/09/2021 02:00:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Center,House Sparrow,Public,Native,Injured,1.5,Juvenile,Birds,311-062-109-56,ACC,1,false,false,,,false,false,158873
05/08/2021 02:30:00 PM,05/08/2021 03:15:00 PM,Queens,Flushing Meadows Corona Park,Fountain of the Planets,American Robin,Central,Native,Injured,3.5,Adult,Birds,311-06201210,Rehabilitator,1,true,false,Wild Bird Fund,,false,false,
05/08/2021 11:00:00 AM,05/08/2021 11:10:00 AM,Staten Island,Ocean Breeze Track & Field Athletic Complex,Near track facility's Garage,Ring-billed Gull,Employee,Native,Injured,4,Adult,Birds,311-06201020,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
05/08/2021 12:00:00 PM,05/08/2021 12:30:00 PM,Manhattan,St. Nicholas Park,West 135th near the stairs,House Sparrow,Central,Native,Healthy,0.5,Infant,Birds,311-06200365,Advised/Educated others,1,false,false,,,false,false,
05/08/2021 08:56:00 AM,05/08/2021 09:03:00 AM,Queens,Alley Pond Park,"White Trail 40.7496885, -73.7438607",Raccoon,Public,Native,Unhealthy,3.5,Juvenile,Small Mammals-RVS,311-06199923,ACC,1,false,false,,,false,false,158745
05/06/2021 12:45:00 PM,05/06/2021 12:45:00 PM,Manhattan,Central Park,Reservoir,Canada Goose,Public,Native,N/A,0.25,Adult,Birds,,Advised/Educated others,0,false,false,,,false,false,
05/07/2021 02:00:00 PM,05/07/2021 02:00:00 PM,Brooklyn,Coney Island Beach &amp; Boardwalk,Coney Island Aquarium,Red-Eared Slider,Public,Invasive,Healthy,2.5,Adult,Terrestrial Reptile or Amphibian,311-06193198,ACC,1,false,false,,,false,false,158714
05/07/2021 10:27:00 AM,05/07/2021 10:30:00 AM,Queens,Forest Park,"Myrtle Ave and Freedom Dr 40.701828933636016, -73.84943537384547",Raccoon,Employee,Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,311-06190462,ACC,1,false,false,,,false,false,116342
05/07/2021 01:00:00 PM,05/07/2021 02:30:00 AM,Manhattan,Hudson River Park,Hudson River at West 34th Street,Canada Goose,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/06/2021 01:10:00 PM,05/06/2021 01:40:00 AM,Manhattan,Andrew Haswell Green Park,East River and East 61st St,Mallard Duck,Central,Native,Healthy,0.5,Adult;#Infant,Birds,,Unfounded,0,false,false,,,false,false,
04/30/2021 11:20:00 AM,05/07/2021 11:25:00 AM,Staten Island,Levy Park,"40.63393, -74.12911",Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-061-89870,ACC,1,false,false,,,false,false,116347
05/07/2021 01:00:00 PM,05/07/2021 01:30:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Canada Goose,Employee,Native,Healthy,1.5,Adult,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
05/06/2021 04:00:00 PM,05/06/2021 05:30:00 PM,Brooklyn,Roebling Playground,Hopscotch court,House Sparrow,Central,Native,Injured,1.5,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
05/05/2021 05:03:00 PM,05/06/2021 01:45:00 PM,Queens,Hallets Cove Park,Hallets Cove shoreline,Domestic Duck,Other,Domestic,Injured,4,Adult,Domestic;#Birds,311-06182201,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
05/06/2021 07:30:00 AM,05/06/2021 09:20:00 AM,Staten Island,Blue Heron Park,Nature Center,Chicken,Observed by Ranger,Domestic,Unhealthy,1.25,Adult,Domestic;#Birds,311-0617-9502,ACC,7,false,false,,,false,false,116237 116238 116239 116240 116241 116242 116243
05/05/2021 10:55:00 AM,05/05/2021 10:58:00 AM,Manhattan,Central Park,"Northeast of Bethesda Fountain (40.774729, -73.971212)",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-06170568,ACC,1,false,false,,,false,false,158449
05/05/2021 08:00:00 AM,05/05/2021 08:00:00 AM,Manhattan,Central Park,North Meadow,Red-Eared Slider,Public,Invasive,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,false,false,,,false,false,
05/04/2021 01:15:00 PM,05/04/2021 01:28:00 PM,Queens,Flushing Meadows Corona Park,Boathouse parking lot,Domestic Duck,Employee,Domestic,Injured,1,Adult,Domestic;#Birds,,Unfounded,0,false,false,,,false,false,
05/04/2021 08:30:00 AM,05/04/2021 08:44:00 AM,Queens,Alley Pond Park,"Oakland Lake, Cloverdale Blvd and 46 Ave",Canada Goose,Central,Native,Injured,1,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
05/03/2021 04:55:00 PM,05/03/2021 05:00:00 PM,Queens,Kissena Park,Near bocce courts,Domestic Goose,Central,Domestic,Injured,0.75,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/03/2021 02:50:00 PM,05/03/2021 03:30:00 PM,Staten Island,Bloomingdale Park,End of Maguire Ave,Cat,Employee,Domestic,Healthy,1,Adult,Domestic,,ACC,1,false,false,,,false,false,116110
05/03/2021 11:39:00 AM,05/03/2021 12:15:00 PM,Manhattan,Fort Tryon Park,Trail East of the Cloisters,Raccoon,Employee,Native,DOA,1,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/03/2021 09:00:00 AM,05/03/2021 10:00:00 AM,Manhattan,Madison Square Park,On Sidewalk,Rose-breasted Grosbeak,Central,Native,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
05/02/2021 06:00:00 PM,05/03/2021 09:40:00 AM,Manhattan,Central Park,Harlem Meer,Mallard Duck,Central,Native,Healthy,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/03/2021 01:55:00 PM,05/03/2021 02:00:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake Dam,Mute Swan,Public,Invasive,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,6,false,false,,,false,false,
05/02/2021 10:45:00 AM,05/02/2021 10:45:00 AM,Queens,Flushing Meadows Corona Park,Pat Dolan Trail,Muskrat,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/01/2021 04:40:00 PM,05/01/2021 04:50:00 PM,Queens,Broad Channel American Park,Parking Lot,Herring Gull,Central,Native,Injured,2,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/01/2021 03:20:00 PM,05/01/2021 03:26:00 PM,Bronx,Van Cortlandt Park,In front of the Nature Center,Domestic Duck,Public,Domestic,Healthy,1,Infant,Domestic;#Birds,311-06130357,Rehabilitator,1,false,false,,,false,false,
04/30/2021 04:00:00 PM,04/30/2021 04:08:00 PM,Bronx,Van Cortlandt Park,In front of the Nature Center,Domestic Rabbit,Public,Domestic,Healthy,1.5,Juvenile,Domestic;#Small Mammals-non RVS,311-061-211-52,ACC,1,false,false,,,false,false,158125
04/30/2021 12:12:00 PM,04/30/2021 12:15:00 PM,Manhattan,Central Park,Mounted Command,Raccoon,Employee,Native,Healthy,2.25,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,true,true,,0.5,false,false,
